guide,gene,control,HAP1_Day00_R1,HAP1_Day00_R2,HAP1_Day14_R1,HAP1_Day14_R2
gL_037599,Hum_XLOC_015788,false,701,884,420,529
gL_037600,Hum_XLOC_015788,false,868,736,943,1207
gL_037601,Hum_XLOC_015788,false,702,733,779,802
gL_037602,Hum_XLOC_015806,false,296,467,537,310
gL_037603,Hum_XLOC_015806,false,935,1136,777,968
gL_037604,Hum_XLOC_015806,false,350,415,263,306
gL_037605,Hum_XLOC_015807,false,1035,819,409,841
gL_037606,Hum_XLOC_015807,false,1462,1178,1466,1352
gL_037607,Hum_XLOC_015807,false,432,341,204,374
gL_037608,Hum_XLOC_015812,false,748,783,939,893
gL_037609,Hum_XLOC_015812,false,941,596,674,1070
gL_037610,Hum_XLOC_015812,false,808,647,602,798
gL_037613,Hum_XLOC_015819,false,627,620,874,968
gL_037614,Hum_XLOC_015822,false,757,671,784,878
gL_037615,Hum_XLOC_015822,false,858,831,1119,1110
gL_037616,Hum_XLOC_015822,false,1186,1021,802,1062
gL_037617,Hum_XLOC_015823,false,1104,926,466,989
gL_037618,Hum_XLOC_015823,false,1311,1416,986,1015
gL_037619,Hum_XLOC_015823,false,1077,1030,1077,1127
gL_037620,Hum_XLOC_015827,false,824,842,565,784
gL_037621,Hum_XLOC_015827,false,1660,1790,2841,2270
gL_037622,Hum_XLOC_015827,false,716,992,1324,1114
gL_037623,Hum_XLOC_015853,false,1004,1072,1945,1381
gL_037624,Hum_XLOC_015853,false,817,835,610,879
gL_037625,Hum_XLOC_015853,false,833,1269,1005,729
gL_037626,Hum_XLOC_015866,false,1500,1610,946,1262
gL_037627,Hum_XLOC_015866,false,605,696,751,722
gL_037628,Hum_XLOC_015866,false,1368,1785,2481,1449
gL_037629,Hum_XLOC_015869,false,964,1003,681,1335
gL_037630,Hum_XLOC_015869,false,668,1142,1022,672
gL_037631,Hum_XLOC_015869,false,515,1164,1091,499
gL_037632,Hum_XLOC_015880,false,932,860,843,817
gL_037633,Hum_XLOC_015880,false,737,837,824,779
gL_037636,Hum_XLOC_015887,false,663,1055,1541,975
gL_037637,Hum_XLOC_015887,false,420,265,293,306
gL_037638,Hum_XLOC_015891,false,911,1211,970,989
gL_037639,Hum_XLOC_015891,false,425,449,418,466
gL_037640,Hum_XLOC_015891,false,792,802,563,959
gL_037641,Hum_XLOC_015898,false,1164,1078,1292,1115
gL_037642,Hum_XLOC_015898,false,622,528,508,547
gL_037649,Hum_XLOC_015932,false,857,913,1575,1306
gL_037654,Hum_XLOC_015934,false,642,601,490,781
gL_037655,Hum_XLOC_015934,false,681,806,990,1019
gL_037656,Hum_XLOC_015953,false,316,331,262,478
gL_037657,Hum_XLOC_015953,false,1201,1385,976,1108
gL_037658,Hum_XLOC_015953,false,937,864,1289,1205
gL_037659,Hum_XLOC_015957,false,659,855,1279,993
gL_037660,Hum_XLOC_015957,false,421,498,439,373
gL_037661,Hum_XLOC_015958,false,483,615,505,462
gL_037662,Hum_XLOC_015958,false,913,997,958,844
gL_037663,Hum_XLOC_015958,false,1208,1255,1298,909
gL_037664,Hum_XLOC_015960,false,434,395,384,442
gL_037665,Hum_XLOC_015960,false,1165,1077,1250,1111
gL_037666,Hum_XLOC_015960,false,979,1048,779,1005
gL_037667,Hum_XLOC_015964,false,221,199,367,531
gL_037668,Hum_XLOC_015964,false,677,951,963,704
gL_037669,Hum_XLOC_015964,false,1165,787,924,1378
gL_037670,Hum_XLOC_015975,false,712,961,528,649
gL_037671,Hum_XLOC_015975,false,770,1011,1726,964
gL_037672,Hum_XLOC_015978,false,412,474,377,553
gL_037673,Hum_XLOC_015978,false,1208,1001,1699,1240
gL_037675,Hum_XLOC_015981,false,608,758,696,656
gL_037676,Hum_XLOC_015999,false,651,426,349,879
gL_037677,Hum_XLOC_015999,false,959,983,1053,1341
gL_037679,Hum_XLOC_016016,false,2502,1718,1388,2060
gL_037680,Hum_XLOC_016017,false,781,744,862,899
gL_037681,Hum_XLOC_016017,false,639,547,531,700
gL_037682,Hum_XLOC_016017,false,1467,1709,1729,1174
gL_037683,Hum_XLOC_016019,false,693,1071,1069,712
gL_037684,Hum_XLOC_016019,false,493,421,297,415
gL_037685,Hum_XLOC_016019,false,746,796,782,892
gL_037686,Hum_XLOC_016028,false,660,390,410,919
gL_037687,Hum_XLOC_016028,false,807,466,472,749
gL_037688,Hum_XLOC_016031,false,633,881,421,619
gL_037689,Hum_XLOC_016031,false,1208,911,992,720
gL_037690,Hum_XLOC_016031,false,998,1055,1320,712
gL_037696,Hum_XLOC_016047,false,1009,1334,1071,1092
gL_037697,Hum_XLOC_016055,false,126,325,185,197
gL_037701,Hum_XLOC_016089,false,1111,924,1242,1352
gL_037702,Hum_XLOC_016089,false,1063,1282,1299,1051
gL_037703,Hum_XLOC_016089,false,901,1128,1275,1335
gL_037713,Hum_XLOC_016118,false,877,775,1264,925
gL_037714,Hum_XLOC_016118,false,1112,1059,757,991
gL_037715,Hum_XLOC_016118,false,923,639,350,1003
gL_037719,Hum_XLOC_016129,false,1448,1106,1549,1293
gL_037720,Hum_XLOC_016129,false,612,525,549,696
gL_037721,Hum_XLOC_016129,false,576,580,348,594
gL_037722,Hum_XLOC_016135,false,1167,1871,829,1094
gL_037723,Hum_XLOC_016135,false,402,110,197,462
gL_037724,Hum_XLOC_016135,false,994,1360,1137,955
gL_037725,Hum_XLOC_016136,false,1254,1505,1603,2115
gL_037726,Hum_XLOC_016136,false,1514,1498,1172,798
gL_037733,Hum_XLOC_016141,false,1055,1070,814,1250
gL_037734,Hum_XLOC_016141,false,1225,1045,1162,863
gL_037735,Hum_XLOC_016141,false,1015,1117,732,842
gL_037736,Hum_XLOC_016143,false,928,1059,1193,972
gL_037738,Hum_XLOC_016143,false,1518,1434,1236,1282
gL_037739,Hum_XLOC_016147,false,519,437,391,494
gL_037740,Hum_XLOC_016147,false,1061,880,1218,1237
gL_037744,Hum_XLOC_016163,false,990,878,893,1260
gL_037745,Hum_XLOC_016163,false,647,541,975,827
gL_037746,Hum_XLOC_016163,false,454,593,435,520
gL_037747,Hum_XLOC_016167,false,571,424,197,590
gL_037748,Hum_XLOC_016167,false,847,607,808,741
gL_037749,Hum_XLOC_016172,false,1254,1179,827,1414
gL_037750,Hum_XLOC_016172,false,830,910,942,1141
gL_037751,Hum_XLOC_016172,false,1536,1024,961,1461
gL_037755,Hum_XLOC_016180,false,687,1211,2261,1418
gL_037756,Hum_XLOC_016180,false,718,549,652,847
gL_037760,Hum_XLOC_016191,false,1343,748,682,1386
gL_037761,Hum_XLOC_016191,false,487,469,482,561
gL_037762,Hum_XLOC_016191,false,1094,1031,1026,1087
gL_037763,Hum_XLOC_016206,false,893,946,1055,763
gL_037765,Hum_XLOC_016206,false,605,794,1044,969
gL_037766,Hum_XLOC_016215,false,1343,1339,2314,1881
gL_037767,Hum_XLOC_016215,false,649,869,987,732
gL_037768,Hum_XLOC_016215,false,1044,1468,1710,1223
gL_037769,Hum_XLOC_016223,false,919,1218,521,478
gL_037770,Hum_XLOC_016223,false,893,1202,1486,921
gL_037771,Hum_XLOC_016223,false,808,667,301,514
gL_037772,Hum_XLOC_016231,false,710,593,719,817
gL_037773,Hum_XLOC_016231,false,946,842,689,520
gL_037774,Hum_XLOC_016232,false,1107,835,1200,1232
gL_037775,Hum_XLOC_016232,false,1205,1486,1242,1173
gL_037776,Hum_XLOC_016232,false,1473,1426,963,1497
gL_037777,Hum_XLOC_016239,false,372,326,566,623
gL_037778,Hum_XLOC_016239,false,618,607,1068,914
gL_037779,Hum_XLOC_016239,false,661,688,866,907
gL_037780,Hum_XLOC_016244,false,1085,1278,1682,952
gL_037781,Hum_XLOC_016244,false,765,822,519,747
gL_037782,Hum_XLOC_016244,false,1063,768,768,872
gL_037783,Hum_XLOC_016248,false,610,619,753,707
gL_037784,Hum_XLOC_016248,false,599,916,813,654
gL_037785,Hum_XLOC_016257,false,1111,1175,1041,1080
gL_037786,Hum_XLOC_016258,false,507,538,423,440
gL_037787,Hum_XLOC_016258,false,441,541,678,539
gL_037788,Hum_XLOC_016258,false,561,566,569,488
gL_037789,Hum_XLOC_016261,false,1707,1883,2961,2418
gL_037790,Hum_XLOC_016261,false,423,854,973,540
gL_037792,Hum_XLOC_016263,false,645,370,287,492
gL_037793,Hum_XLOC_016263,false,398,612,907,304
gL_037797,Hum_XLOC_016269,false,247,328,305,242
gL_037798,Hum_XLOC_016269,false,758,500,459,612
gL_037800,Hum_XLOC_016275,false,715,1110,917,833
gL_037801,Hum_XLOC_016275,false,709,746,814,604
gL_037802,Hum_XLOC_016283,false,1405,1885,823,1437
gL_037805,Hum_XLOC_016285,false,170,339,331,528
gL_037806,Hum_XLOC_016285,false,635,1058,774,444
gL_037807,Hum_XLOC_016285,false,583,1148,2037,1327
gL_037808,Hum_XLOC_016290,false,369,282,72,246
gL_037810,Hum_XLOC_016290,false,869,1254,817,727
gL_037811,Hum_XLOC_016292,false,1327,1692,1745,1003
gL_037812,Hum_XLOC_016292,false,1622,1284,626,1089
gL_037813,Hum_XLOC_016292,false,1489,1121,1097,1424
gL_037817,Hum_XLOC_016301,false,924,896,596,624
gL_037818,Hum_XLOC_016301,false,1424,1078,505,1247
gL_037819,Hum_XLOC_016301,false,1089,1408,1257,1315
gL_037820,Hum_XLOC_016306,false,888,933,508,816
gL_037821,Hum_XLOC_016306,false,639,741,758,587
gL_037822,Hum_XLOC_016306,false,396,449,476,397
gL_037823,Hum_XLOC_016326,false,1694,1807,1997,1450
gL_037824,Hum_XLOC_016326,false,777,799,789,751
gL_037825,Hum_XLOC_016326,false,1113,975,621,861
gL_037826,Hum_XLOC_016372,false,786,740,849,915
gL_037827,Hum_XLOC_016373,false,843,1154,1109,677
gL_037828,Hum_XLOC_016373,false,1278,1031,794,1266
gL_037829,Hum_XLOC_016373,false,1197,1064,671,1408
gL_037830,Hum_XLOC_016380,false,1514,1285,976,756
gL_037831,Hum_XLOC_016380,false,817,805,908,623
gL_037832,Hum_XLOC_016380,false,905,637,950,588
gL_037833,Hum_XLOC_016383,false,587,697,540,472
gL_037834,Hum_XLOC_016383,false,783,694,677,598
gL_037835,Hum_XLOC_016383,false,643,447,414,619
gL_037836,Hum_XLOC_016388,false,664,875,941,961
gL_037837,Hum_XLOC_016388,false,1165,1016,1669,1096
gL_037838,Hum_XLOC_016388,false,411,383,495,483
gL_037839,Hum_XLOC_016397,false,485,724,823,503
gL_037840,Hum_XLOC_016397,false,1131,1156,1307,1028
gL_037841,Hum_XLOC_016405,false,1076,1001,1673,1672
gL_037842,Hum_XLOC_016405,false,1124,987,1245,1242
gL_037843,Hum_XLOC_016405,false,559,804,913,439
gL_037844,Hum_XLOC_016406,false,931,1156,896,1176
gL_037845,Hum_XLOC_016406,false,538,508,312,428
gL_037846,Hum_XLOC_016406,false,1650,1417,1210,1137
gL_037847,Hum_XLOC_016426,false,535,915,996,518
gL_037848,Hum_XLOC_016426,false,1206,824,901,721
gL_037849,Hum_XLOC_016426,false,794,751,828,619
gL_037850,Hum_XLOC_016430,false,304,531,312,262
gL_037851,Hum_XLOC_016430,false,1374,986,926,990
gL_037852,Hum_XLOC_016430,false,743,795,463,700
gL_037853,Hum_XLOC_016472,false,1282,956,866,1533
gL_037854,Hum_XLOC_016472,false,1007,1048,1438,1240
gL_037855,Hum_XLOC_016472,false,1074,1049,1117,997
gL_037856,Hum_XLOC_016475,false,720,607,711,536
gL_037857,Hum_XLOC_016475,false,1115,1235,1510,1426
gL_037858,Hum_XLOC_016475,false,1504,1315,1327,1212
gL_037859,Hum_XLOC_016476,false,821,883,714,622
gL_037860,Hum_XLOC_016476,false,807,891,988,936
gL_037861,Hum_XLOC_016476,false,865,709,700,777
gL_037862,Hum_XLOC_016480,false,1594,1349,909,1269
gL_037863,Hum_XLOC_016480,false,1120,642,331,1059
gL_037864,Hum_XLOC_016480,false,1143,1531,1396,915
gL_037868,Hum_XLOC_016488,false,1036,1039,1087,1089
gL_037871,Hum_XLOC_016489,false,766,480,507,698
gL_037872,Hum_XLOC_016489,false,1032,1352,875,1000
gL_037873,Hum_XLOC_016489,false,750,763,915,888
gL_037874,Hum_XLOC_016500,false,912,781,606,1024
gL_037875,Hum_XLOC_016500,false,385,403,406,464
gL_037876,Hum_XLOC_016500,false,672,452,673,743
gL_037877,Hum_XLOC_016505,false,669,688,1255,892
gL_037879,Hum_XLOC_016528,false,292,559,987,508
gL_037880,Hum_XLOC_016528,false,969,745,1011,1091
gL_037881,Hum_XLOC_016539,false,1732,1723,1787,1979
gL_037882,Hum_XLOC_016539,false,948,1054,1156,1140
gL_037883,Hum_XLOC_016554,false,815,856,1105,659
gL_037884,Hum_XLOC_016554,false,424,659,478,712
gL_037885,Hum_XLOC_016554,false,1103,1121,1221,866
gL_037886,Hum_XLOC_016563,false,417,281,124,637
gL_037887,Hum_XLOC_016563,false,670,534,266,534
gL_037888,Hum_XLOC_016563,false,480,475,292,353
gL_037889,Hum_XLOC_016576,false,1204,1075,1508,1025
gL_037890,Hum_XLOC_016597,false,1362,1499,1720,1936
gL_037891,Hum_XLOC_016597,false,1072,968,419,812
gL_037892,Hum_XLOC_016601,false,748,692,548,643
gL_037893,Hum_XLOC_016601,false,703,703,945,1237
gL_037894,Hum_XLOC_016601,false,628,448,696,692
gL_037895,Hum_XLOC_016617,false,564,637,496,476
gL_037896,Hum_XLOC_016617,false,752,1092,1612,1088
gL_037897,Hum_XLOC_016617,false,972,805,1248,940
gL_037899,Hum_XLOC_016623,false,634,445,435,570
gL_037900,Hum_XLOC_016667,false,925,1017,852,967
gL_037901,Hum_XLOC_016667,false,492,444,257,257
gL_037902,Hum_XLOC_016667,false,500,672,313,424
gL_037903,Hum_XLOC_016674,false,1040,1187,859,806
gL_037904,Hum_XLOC_016674,false,1340,1093,1745,1639
gL_037905,Hum_XLOC_016674,false,710,692,550,587
gL_037906,Hum_XLOC_016677,false,1557,1291,1423,1512
gL_037907,Hum_XLOC_016677,false,649,704,881,732
gL_037908,Hum_XLOC_016677,false,1191,1077,998,1288
gL_037909,Hum_XLOC_016678,false,741,582,1184,1068
gL_037910,Hum_XLOC_016678,false,1062,862,859,960
gL_037911,Hum_XLOC_016679,false,1082,1662,1207,1166
gL_037912,Hum_XLOC_016679,false,800,866,922,848
gL_037913,Hum_XLOC_016679,false,728,756,872,687
gL_037916,Hum_XLOC_016683,false,851,1109,1339,1171
gL_037917,Hum_XLOC_016692,false,357,621,772,526
gL_037918,Hum_XLOC_016692,false,825,645,1170,1224
gL_037919,Hum_XLOC_016703,false,1404,1482,1392,1147
gL_037920,Hum_XLOC_016703,false,668,550,395,535
gL_037921,Hum_XLOC_016703,false,698,735,632,378
gL_037922,Hum_XLOC_016705,false,1308,1174,984,878
gL_037923,Hum_XLOC_016705,false,1068,1446,1790,1499
gL_037924,Hum_XLOC_016705,false,1123,849,917,1167
gL_037925,Hum_XLOC_016724,false,577,363,285,794
gL_037926,Hum_XLOC_016724,false,389,401,330,303
gL_037927,Hum_XLOC_016724,false,991,1285,1773,1312
gL_037928,Hum_XLOC_016725,false,817,873,686,927
gL_037929,Hum_XLOC_016725,false,1617,1249,1099,1535
gL_037930,Hum_XLOC_016725,false,1061,1214,910,1212
gL_037935,Hum_XLOC_016727,false,1276,1509,1218,1192
gL_037937,Hum_XLOC_016748,false,584,687,851,552
gL_037938,Hum_XLOC_016748,false,558,640,601,687
gL_037940,Hum_XLOC_016753,false,892,951,650,971
gL_037941,Hum_XLOC_016753,false,1009,983,832,992
gL_037942,Hum_XLOC_016755,false,563,578,503,753
gL_037944,Hum_XLOC_016755,false,1363,1266,1485,1234
gL_037948,Hum_XLOC_016770,false,742,765,700,803
gL_037950,Hum_XLOC_016770,false,288,238,333,463
gL_037951,Hum_XLOC_016780,false,1609,1162,566,1111
gL_037953,Hum_XLOC_016780,false,524,484,223,562
gL_037954,Hum_XLOC_016781,false,964,838,1286,998
gL_037955,Hum_XLOC_016781,false,708,920,1504,693
gL_037956,Hum_XLOC_016781,false,1120,1150,1723,931
gL_037957,Hum_XLOC_016797,false,545,753,635,575
gL_037958,Hum_XLOC_016797,false,1134,1053,1037,1331
gL_037959,Hum_XLOC_016797,false,985,978,562,1058
gL_037961,Hum_XLOC_016808,false,1075,1287,1400,1237
gL_037963,Hum_XLOC_016812,false,1988,2002,1529,1374
gL_037964,Hum_XLOC_016812,false,887,770,941,1144
gL_037965,Hum_XLOC_016812,false,979,1166,1825,782
gL_037966,Hum_XLOC_016814,false,1026,1214,1833,1158
gL_037967,Hum_XLOC_016814,false,1494,1512,842,1069
gL_037968,Hum_XLOC_016814,false,835,987,1437,1366
gL_037969,Hum_XLOC_016815,false,631,766,1250,988
gL_037971,Hum_XLOC_016815,false,1601,1801,2278,1368
gL_037972,Hum_XLOC_016816,false,1142,866,1243,1552
gL_037974,Hum_XLOC_016816,false,1444,1235,1510,1590
gL_037975,Hum_XLOC_016836,false,504,685,687,455
gL_037977,Hum_XLOC_016836,false,768,833,1287,1182
gL_037978,Hum_XLOC_016842,false,1070,956,1696,1398
gL_037979,Hum_XLOC_016842,false,1031,782,983,730
gL_037980,Hum_XLOC_016842,false,515,795,706,588
gL_037981,Hum_XLOC_016843,false,492,554,782,567
gL_037982,Hum_XLOC_016843,false,982,754,685,943
gL_037983,Hum_XLOC_016843,false,1917,1762,1720,1729
gL_037984,Hum_XLOC_016846,false,1117,1219,1668,2019
gL_037985,Hum_XLOC_016846,false,1572,942,772,1032
gL_037987,Hum_XLOC_016857,false,525,441,469,655
gL_037988,Hum_XLOC_016857,false,1042,782,852,1046
gL_037989,Hum_XLOC_016865,false,1196,1156,1122,1253
gL_037990,Hum_XLOC_016865,false,705,750,687,848
gL_037991,Hum_XLOC_016865,false,1506,1357,1126,1380
gL_037993,Hum_XLOC_016874,false,226,492,1340,597
gL_037995,Hum_XLOC_016887,false,562,502,497,395
gL_037996,Hum_XLOC_016887,false,485,672,769,510
gL_037997,Hum_XLOC_016899,false,1596,1330,692,833
gL_037998,Hum_XLOC_016899,false,927,1227,814,861
gL_037999,Hum_XLOC_016899,false,340,462,843,731
gL_038000,Hum_XLOC_016921,false,354,793,577,421
gL_038001,Hum_XLOC_016921,false,1123,835,944,1024
gL_038002,Hum_XLOC_016921,false,607,784,747,837
gL_038003,Hum_XLOC_016928,false,573,558,632,494
gL_038004,Hum_XLOC_016928,false,1089,930,732,1064
gL_038005,Hum_XLOC_016928,false,261,457,528,309
gL_038006,Hum_XLOC_016930,false,887,856,728,896
gL_038007,Hum_XLOC_016930,false,1271,1689,1578,1363
gL_038008,Hum_XLOC_016930,false,650,657,1600,1215
gL_038009,Hum_XLOC_016931,false,770,966,907,849
gL_038010,Hum_XLOC_016931,false,1164,1061,1239,834
gL_038011,Hum_XLOC_016931,false,863,763,1072,831
gL_038012,Hum_XLOC_016938,false,753,811,552,570
gL_038013,Hum_XLOC_016938,false,801,778,434,654
gL_038014,Hum_XLOC_016938,false,794,921,911,616
gL_038015,Hum_XLOC_016940,false,2009,1173,983,1637
gL_038016,Hum_XLOC_016940,false,1071,1401,1477,1398
gL_038020,Hum_XLOC_016953,false,292,523,423,574
gL_038021,Hum_XLOC_016953,false,551,816,843,461
gL_038022,Hum_XLOC_016953,false,1254,1533,1890,1131
gL_038032,Hum_XLOC_016981,false,988,1435,1949,1325
gL_038033,Hum_XLOC_016981,false,1334,1839,2635,1339
gL_038034,Hum_XLOC_016981,false,1168,1075,973,824
gL_038035,Hum_XLOC_016994,false,610,839,1417,976
gL_038036,Hum_XLOC_016998,false,558,655,348,466
gL_038037,Hum_XLOC_016998,false,444,560,854,609
gL_038038,Hum_XLOC_016998,false,782,676,716,788
gL_038042,Hum_XLOC_017015,false,779,977,1184,611
gL_038043,Hum_XLOC_017015,false,910,927,826,1329
gL_038045,Hum_XLOC_017016,false,1054,767,720,989
gL_038046,Hum_XLOC_017016,false,1004,1609,1524,1072
gL_038047,Hum_XLOC_017016,false,1412,1742,1301,1361
gL_038048,Hum_XLOC_017017,false,815,1387,1103,765
gL_038049,Hum_XLOC_017017,false,1452,1348,1013,1016
gL_038050,Hum_XLOC_017019,false,961,825,1301,1300
gL_038051,Hum_XLOC_017019,false,1306,1405,1856,1900
gL_038052,Hum_XLOC_017055,false,743,700,812,618
gL_038053,Hum_XLOC_017055,false,1017,1351,1101,1018
gL_038054,Hum_XLOC_017055,false,1199,1182,1944,1224
gL_038055,Hum_XLOC_017070,false,723,534,562,884
gL_038056,Hum_XLOC_017070,false,1550,1346,1224,997
gL_038058,Hum_XLOC_017077,false,1205,1102,703,725
gL_038059,Hum_XLOC_017077,false,837,1124,1182,691
gL_038060,Hum_XLOC_017077,false,1055,1091,979,1194
gL_038061,Hum_XLOC_017081,false,1347,978,971,1552
gL_038062,Hum_XLOC_017081,false,1390,1152,1528,1305
gL_038063,Hum_XLOC_017081,false,788,627,548,868
gL_038064,Hum_XLOC_017108,false,1052,973,640,850
gL_038065,Hum_XLOC_017108,false,702,452,457,576
gL_038066,Hum_XLOC_017108,false,702,713,788,784
gL_038067,Hum_XLOC_017118,false,1018,1067,1660,688
gL_038068,Hum_XLOC_017118,false,1174,927,882,736
gL_038069,Hum_XLOC_017118,false,1042,1432,1366,889
gL_038073,Hum_XLOC_017140,false,990,817,1016,1172
gL_038074,Hum_XLOC_017143,false,341,443,527,644
gL_038075,Hum_XLOC_017143,false,717,751,579,610
gL_038076,Hum_XLOC_017144,false,1193,1492,996,756
gL_038077,Hum_XLOC_017144,false,566,671,723,797
gL_038080,Hum_XLOC_017159,false,1893,1760,1515,1271
gL_038082,Hum_XLOC_017161,false,541,870,1814,908
gL_038083,Hum_XLOC_017161,false,1113,1041,942,1401
gL_038084,Hum_XLOC_017161,false,649,769,841,928
gL_038085,Hum_XLOC_017162,false,1940,1855,1220,1184
gL_038086,Hum_XLOC_017162,false,439,548,571,673
gL_038087,Hum_XLOC_017166,false,1937,1670,1983,2881
gL_038088,Hum_XLOC_017166,false,763,1083,990,905
gL_038089,Hum_XLOC_017166,false,1070,750,782,1389
gL_038090,Hum_XLOC_017170,false,664,688,346,694
gL_038091,Hum_XLOC_017170,false,1556,1322,1111,1085
gL_038092,Hum_XLOC_017190,false,1607,1497,1555,1426
gL_038093,Hum_XLOC_017190,false,642,698,555,605
gL_038097,Hum_XLOC_017237,false,206,231,196,216
gL_038099,Hum_XLOC_017237,false,1754,1279,1510,2013
gL_038100,Hum_XLOC_017249,false,1338,1168,939,1102
gL_038101,Hum_XLOC_017249,false,1095,1092,1434,1016
gL_038102,Hum_XLOC_017249,false,1085,1239,639,734
gL_038103,Hum_XLOC_017250,false,1462,1112,1187,1307
gL_038104,Hum_XLOC_017250,false,1182,1109,1901,1580
gL_038105,Hum_XLOC_017250,false,802,1197,992,929
gL_038106,Hum_XLOC_017255,false,1241,1103,899,1073
gL_038107,Hum_XLOC_017255,false,1323,1600,1435,1013
gL_038108,Hum_XLOC_017262,false,1120,1167,691,1289
gL_038109,Hum_XLOC_017262,false,1482,1191,1262,1237
gL_038112,Hum_XLOC_017274,false,1317,1394,1123,1551
gL_038117,Hum_XLOC_017327,false,1077,1182,1507,1151
gL_038118,Hum_XLOC_017327,false,858,1050,1126,904
gL_038119,Hum_XLOC_017327,false,820,1179,1880,1708
gL_038120,Hum_XLOC_017364,false,835,437,510,618
gL_038121,Hum_XLOC_017364,false,1028,1294,1139,714
gL_038122,Hum_XLOC_017364,false,821,680,638,1099
gL_038124,Hum_XLOC_017389,false,827,1089,1720,875
gL_038125,Hum_XLOC_017389,false,168,159,429,414
gL_038126,Hum_XLOC_017396,false,1566,1686,1804,1493
gL_038127,Hum_XLOC_017396,false,1029,907,959,1217
gL_038129,Hum_XLOC_017397,false,598,879,506,531
gL_038130,Hum_XLOC_017398,false,325,341,373,387
gL_038131,Hum_XLOC_017398,false,882,554,630,724
gL_038132,Hum_XLOC_017399,false,853,564,612,998
gL_038133,Hum_XLOC_017399,false,1424,1329,729,1054
gL_038136,Hum_XLOC_017421,false,424,441,514,678
gL_038137,Hum_XLOC_017421,false,696,900,715,775
gL_038138,Hum_XLOC_017421,false,1068,819,1204,1243
gL_038142,Hum_XLOC_017445,false,847,764,1181,701
gL_038143,Hum_XLOC_017445,false,529,526,1166,877
gL_038144,Hum_XLOC_017445,false,1238,1049,710,1024
gL_038145,Hum_XLOC_017455,false,732,619,438,744
gL_038146,Hum_XLOC_017455,false,577,709,657,585
gL_038147,Hum_XLOC_017455,false,1191,1221,640,1501
gL_038148,Hum_XLOC_017468,false,564,733,486,344
gL_038149,Hum_XLOC_017468,false,1122,1053,659,1093
gL_038150,Hum_XLOC_017471,false,1285,1041,1909,1750
gL_038151,Hum_XLOC_017471,false,1260,765,628,1113
gL_038152,Hum_XLOC_017478,false,578,523,787,517
gL_038153,Hum_XLOC_017478,false,438,314,273,423
gL_038154,Hum_XLOC_017478,false,1029,836,1101,1239
gL_038155,Hum_XLOC_017487,false,499,358,121,324
gL_038156,Hum_XLOC_017487,false,791,664,904,687
gL_038157,Hum_XLOC_017487,false,824,883,795,848
gL_038158,Hum_XLOC_017489,false,404,263,298,492
gL_038159,Hum_XLOC_017489,false,647,1052,1641,1060
gL_038160,Hum_XLOC_017489,false,1938,1765,2537,2105
gL_038161,Hum_XLOC_017499,false,1021,756,561,650
gL_038162,Hum_XLOC_017499,false,793,744,675,586
gL_038163,Hum_XLOC_017499,false,1105,897,607,979
gL_038164,Hum_XLOC_017506,false,822,814,663,1135
gL_038165,Hum_XLOC_017506,false,568,833,393,406
gL_038166,Hum_XLOC_017506,false,818,914,801,854
gL_038168,Hum_XLOC_017515,false,624,553,526,521
gL_038169,Hum_XLOC_017515,false,724,615,1358,948
gL_038170,Hum_XLOC_017517,false,1776,1073,614,1797
gL_038171,Hum_XLOC_017517,false,1125,1139,684,888
gL_038172,Hum_XLOC_017517,false,755,877,902,467
gL_038176,Hum_XLOC_017531,false,936,888,611,812
gL_038177,Hum_XLOC_017531,false,969,1130,1322,1130
gL_038178,Hum_XLOC_017531,false,615,680,578,779
gL_038179,Hum_XLOC_017532,false,730,877,456,733
gL_038180,Hum_XLOC_017532,false,1124,1154,1770,978
gL_038182,Hum_XLOC_017537,false,825,771,592,920
gL_038183,Hum_XLOC_017537,false,569,612,345,622
gL_038185,Hum_XLOC_017546,false,1313,1363,1856,1377
gL_038186,Hum_XLOC_017546,false,1313,1205,2034,1956
gL_038187,Hum_XLOC_017556,false,922,656,498,975
gL_038188,Hum_XLOC_017556,false,1441,1114,985,1327
gL_038189,Hum_XLOC_017556,false,1164,1205,1683,912
gL_038193,Hum_XLOC_017576,false,209,416,366,269
gL_038194,Hum_XLOC_017576,false,778,823,761,799
gL_038195,Hum_XLOC_017576,false,872,611,577,1118
gL_038196,Hum_XLOC_017588,false,1010,858,941,1540
gL_038197,Hum_XLOC_017588,false,874,742,617,692
gL_038198,Hum_XLOC_017588,false,799,890,778,930
gL_038199,Hum_XLOC_017591,false,804,788,936,964
gL_038200,Hum_XLOC_017591,false,584,543,724,632
gL_038201,Hum_XLOC_017597,false,1213,1284,1511,1067
gL_038202,Hum_XLOC_017597,false,1062,669,641,738
gL_038204,Hum_XLOC_017624,false,622,724,770,956
gL_038205,Hum_XLOC_017628,false,843,717,855,930
gL_038206,Hum_XLOC_017628,false,1059,1033,710,793
gL_038207,Hum_XLOC_017628,false,862,1213,1384,925
gL_038211,Hum_XLOC_017643,false,826,761,766,745
gL_038213,Hum_XLOC_017657,false,1328,1563,1503,1134
gL_038214,Hum_XLOC_017657,false,1149,1246,571,912
gL_038215,Hum_XLOC_017657,false,1409,1512,1168,1368
gL_038216,Hum_XLOC_017665,false,792,875,559,570
gL_038217,Hum_XLOC_017665,false,592,559,528,723
